author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
Группа Эталон;developer;https://spb.cian.ru/sale/flat/283801832/;Sankt-Peterburg;sale;flat;3;10;3;86.4;282384;24398059;2024;46.0;15.0;+78123896723;Primorskij;Beloostrovskaja;Chernaja rechka;Domino Premium
AAG;developer;https://spb.cian.ru/sale/flat/276667496/;Sankt-Peterburg;sale;flat;2;12;3;124.0;260000;32240000;2022;46.0;36.0;+78122181051;Krasnogvardejskij;Bol'shaja Ohta;Novocherkasskaja;Alter
Арсенал-Недвижимость;developer;https://spb.cian.ru/sale/flat/264676458/;Sankt-Peterburg;sale;flat;12;12;3;117.26;301500;35353890;2021;50.0;20.0;+78123896733;Primorskij;Plesetskaja;Komendantskij prospekt;Ariosto!
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/283964990/;Sankt-Peterburg;sale;flat;3;5;3;72.3;199861;14450000;1959;27.0;29.0;+79817205663;Nevskij;Pinegina;Elizarovskaja;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/285697305/;Sankt-Peterburg;sale;flat;2;6;3;85.5;214035;18300000;1913;46.0;10.0;+79817205663;Petrogradskij;Bol'shaja Zelenina;Chkalovskaja;
ID 90283106;unknown;https://spb.cian.ru/sale/flat/284744509/;Sankt-Peterburg;sale;flat;3;4;3;75.1;201065;15100000;2015;42.0;10.0;+79675370553;Primorskij;Novaja;Begovaja;Kvartal Lahta Park
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/283093800/;Sankt-Peterburg;sale;flat;4;12;3;78.6;157760;12400000;1992;46.0;14.0;+79817205663;Primorskij;Gakkelevskaja;Komendantskij prospekt;
Никита Нестерук;realtor;https://spb.cian.ru/sale/flat/282298773/;Sankt-Peterburg;sale;flat;1;9;3;57.9;136286;7890990;1982;39.0;6.0;+79818171021;3-kkv. v Krasnogvardejskom e3-komn. kv.;1/9 etazh;;
СЕНАТОР;developer;https://spb.cian.ru/sale/flat/266073313/;Sankt-Peterburg;sale;flat;2;11;3;82.03;216457;17756000;2023;48.0;12.0;+78122134071;Nevskij;Narodnyj;Lomonosovskaja;Panorama Nevy
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285016474/;Sankt-Peterburg;sale;flat;2;9;3;103.6;332964;34495115;2020;58.0;16.0;+78122134011;Petrogradskij;Aptekarskij ostrov;Petrogradskaja;BOTANICA
HANSA GROUP;developer;https://spb.cian.ru/sale/flat/284389439/;Sankt-Peterburg;sale;flat;4;6;3;71.4;296500;21170100;2023;-1;-1;+78122181098;Vyborgskij;Zelenogorskaja;Udel'naja;Dom Aura u Svetlanovskoj
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/277316891/;Sankt-Peterburg;sale;flat;11;13;3;69.66;203165;14152543;2023;27.0;22.0;+78126029072;Vasileostrovskij;Gavan';Gornyj institut;Akvilon Zaliv ZhK
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285016400/;Sankt-Peterburg;sale;flat;12;19;3;80.6;177229;14284707;2020;44.0;13.0;+78122132390;Krasnogvardejskij;Lagody;Ladozhskaja;Ohta Haus
Страна Девелопмент;developer;https://spb.cian.ru/sale/flat/282560738/;Sankt-Peterburg;sale;flat;12;12;3;73.53;312389;22970000;2023;27.0;-1;+78122132239;Vasileostrovskij;Beringa;Primorskaja;Dom na Vasil'evskom
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/280820012/;Sankt-Peterburg;sale;flat;23;25;-1;202.0;65661;13263682;2024;38.0;14.0;+78122181233;Primorskij;Kolomjagi;Prospekt Prosveschenija;Frends ZhK
Красная стрела;developer;https://spb.cian.ru/sale/flat/279827975/;Sankt-Peterburg;sale;flat;5;7;3;79.7;394200;31417740;2021;45.0;-1;+78122134318;Admiraltejskij;Zvenigorodskaja;Zvenigorodskaja;Arthaus
Базис;developer;https://spb.cian.ru/sale/flat/282246026/;Sankt-Peterburg;sale;flat;5;12;3;96.3;265000;25519500;2023;43.0;22.0;+78122134065;Primorskij;Beloostrovskaja;Lesnaja;Belyj ostrov
Терминал-Ресурс;developer;https://spb.cian.ru/sale/flat/275641748/;Sankt-Peterburg;sale;flat;3;4;3;81.8;145371;11891348;2024;49.0;-1;+78123895019;Pushkinskij;;Shushary;Obraztsovyj Kvartal 12 ZhK
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/277319691/;Sankt-Peterburg;sale;flat;6;12;3;60.75;219959;13362521;2024;29.0;14.0;+78122136059;Moskovskij;Zvezdnoe;Zvezdnaja;Triumf Park ZhK
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282975128/;Sankt-Peterburg;sale;flat;2;2;3;40.0;106250;4250000;1960;28.0;6.0;+79817205663;Krasnosel'skij;prospekt Lenina;Prospekt Veteranov;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282975144/;Sankt-Peterburg;sale;flat;1;9;3;68.0;113235;7700000;1970;48.0;6.0;+79817205663;Kalininskij;Uchitel'skaja;Grazhdanskij prospekt;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/284808752/;Sankt-Peterburg;sale;flat;3;4;3;49.7;167002;8300000;1917;30.0;11.0;+79817205663;Vyborgskij;Sampsonievskoe;Lesnaja;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282974979/;Sankt-Peterburg;sale;flat;12;12;3;73.9;124492;9200000;1985;44.0;8.0;+79817205663;Krasnogvardejskij;Porohovye;Prospekt Bol'shevikov;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282974935/;Sankt-Peterburg;sale;flat;3;10;3;83.2;120192;10000000;2010;52.0;10.0;+79817205663;Pushkinskij;Pervomajskaja;Kupchino;Shushary
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282975047/;Sankt-Peterburg;sale;flat;5;5;3;74.7;140562;10500000;1957;48.0;10.0;+79817205663;Nevskij;Ivanovskaja;Lomonosovskaja;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282975182/;Sankt-Peterburg;sale;flat;1;4;3;71.4;161064;11500000;1860;46.0;10.0;+79817205663;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282975044/;Sankt-Peterburg;sale;flat;5;5;3;87.6;142694;12500000;1880;54.0;10.0;+79817205663;Tsentral'nyj;Smol'ninskoe;;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282975017/;Sankt-Peterburg;sale;flat;2;17;3;92.5;145945;13500000;2012;54.0;14.0;+79817205663;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282975107/;Sankt-Peterburg;sale;flat;11;15;3;67.0;220746;14790000;2023;28.0;18.0;+79817205663;Vasileostrovskij;Gavan';Gornyj institut;Morskaja naberezhnaja. SeaView
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/285043949/;Sankt-Peterburg;sale;flat;5;5;3;86.6;173210;15000000;1832;58.0;8.0;+79817205663;Admiraltejskij;Sennoj;Sadovaja;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/283039074/;Sankt-Peterburg;sale;flat;9;10;3;77.8;194987;15170000;2004;46.0;10.0;+79817205663;Kirovskij;Leni Golikova;Prospekt Veteranov;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282974920/;Sankt-Peterburg;sale;flat;5;7;3;88.7;182638;16200000;1905;57.0;10.0;+79817205663;Tsentral'nyj;Ligovka-Jamskaja;Ploschad' Aleksandra Nevskogo;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282974923/;Sankt-Peterburg;sale;flat;1;5;3;87.45;212121;18550000;1904;58.0;14.0;+79817205663;Vasileostrovskij;20-ja Vasil'evskogo ostrova linija;Vasileostrovskaja;
Меринг Девелопмент;representative_developer;https://spb.cian.ru/sale/flat/283558008/;Sankt-Peterburg;sale;flat;5;8;3;78.5;310000;24335000;2023;39.0;26.0;+78122181120;Admiraltejskij;Semenovskij;Pushkinskaja;Nasledie na Marata
Арсенал-Недвижимость;developer;https://spb.cian.ru/sale/flat/266867836/;Sankt-Peterburg;sale;flat;7;12;3;82.84;264600;21919464;2023;39.0;-1;+78122134024;Primorskij;Juntolovo;Komendantskij prospekt;Modum
Росстройинвест;developer;https://spb.cian.ru/sale/flat/277912728/;Sankt-Peterburg;sale;flat;17;23;3;68.41;273933;18739812;2023;35.0;13.0;+78122134052;Kalininskij;Finljandskij;Lesnaja;Belart ZhK
Первое Красносельское;real_estate_agent;https://spb.cian.ru/sale/flat/283439954/;Sankt-Peterburg;sale;flat;15;17;3;73.5;204068;14999000;2009;41.0;10.0;+79095904135;Primorskij;Lyzhnyj pereulok;Begovaja;
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/272971711/;Sankt-Peterburg;sale;flat;24;26;3;73.9;181000;13375900;2023;43.0;18.0;+78122134018;Nevskij;;Ulitsa Dybenko;Tsivilizatsija ZhK
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285018325/;Sankt-Peterburg;sale;flat;21;24;3;79.3;174118;13807602;2012;40.0;12.0;+78122181142;Primorskij;Kolomjagi;Komendantskij prospekt;Jubilejnyj kvartal
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/256447344/;Sankt-Peterburg;sale;flat;4;14;3;90.47;199000;18003530;2024;48.0;21.0;+78122134149;Vasileostrovskij;Gavan';Primorskaja;Morskaja Naberezhnaja ZhK
Прагма;developer;https://spb.cian.ru/sale/flat/277746784/;Sankt-Peterburg;sale;flat;5;23;3;96.1;158452;15227311;2022;53.0;17.0;+78124244885;Vyborgskij;doroga Ol'ginskaja;Parnas;Pragma city
Ливадия;developer;https://spb.cian.ru/sale/flat/278240733/;Sankt-Peterburg;sale;flat;6;6;3;83.0;221664;18398150;2023;-1;-1;+78122136032;Kirovskij;Narvskij;Narvskaja;Klubnyj dom Turgenev
ИЛЬИЧ home;representative_developer;https://spb.cian.ru/sale/flat/271540877/;Sankt-Peterburg;sale;flat;2;14;3;89.88;220647;19831767;2023;42.0;19.0;+78122132420;Primorskij;Chernaja rechka;Lesnaja;Chernaja Rechka ZhK
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/259208790/;Sankt-Peterburg;sale;flat;24;25;3;64.4;242599;15623440;2022;35.0;11.0;+78122181028;Primorskij;Komendantskij aerodrom;Pionerskaja;Primorskij kvartal
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/280805860/;Sankt-Peterburg;sale;flat;2;11;3;67.74;295850;20040879;2023;40.0;13.0;+78122132401;Moskovskij;Reshetnikova;Elektrosila;iD Park Pobedy
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/264976230/;Sankt-Peterburg;sale;flat;2;13;3;60.89;200835;12228844;2023;27.0;14.0;+78126029070;Primorskij;Planernaja;Komendantskij prospekt;FoRest Akvilon
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/284845686/;Sankt-Peterburg;sale;flat;5;13;3;57.85;150920;8730775;2025;24.0;19.0;+78122181187;Pushkinskij;;Kupchino;Akvilon All In 3.0
Росстройинвест;developer;https://spb.cian.ru/sale/flat/277911792/;Sankt-Peterburg;sale;flat;1;13;3;63.1;214058;13507089;2022;33.0;13.0;+78122134356;Primorskij;Planernaja;Komendantskij prospekt;New Time
Росстройинвест;developer;https://spb.cian.ru/sale/flat/280432428/;Sankt-Peterburg;sale;flat;10;12;3;78.0;199923;15594033;2025;36.0;15.0;+78122136048;Krasnogvardejskij;Poljustrovo;Akademicheskaja;Akademik
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/278272570/;Sankt-Peterburg;sale;flat;3;12;3;72.1;227500;16402750;2025;37.0;18.0;+78122134148;Krasnogvardejskij;Partizanskaja;Novocherkasskaja;LSR. Bol'shaja Ohta
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/271169871/;Sankt-Peterburg;sale;flat;12;12;3;101.42;261359;26507131;2024;45.0;22.0;+78122132214;Vyborgskij;Svetlanovskoe;Udel'naja;ID Svetlanovskiy
ИЛЬИЧ home;representative_developer;https://spb.cian.ru/sale/flat/274993863/;Sankt-Peterburg;sale;flat;2;14;3;79.83;235966;18837183;2023;38.0;21.0;+78122132420;Primorskij;Chernaja rechka;Lesnaja;Chernaja Rechka ZhK
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/265451071/;Sankt-Peterburg;sale;flat;5;23;3;93.8;184200;17277960;2024;56.0;21.0;+78122134083;Nevskij;;Ulitsa Dybenko;Tsivilizatsija na Neve
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/267475937/;Sankt-Peterburg;sale;flat;4;10;3;68.14;370000;25211800;2023;37.0;13.0;+78123892243;Moskovskij;Moskovskaja zastava;Frunzenskaja;Ajdi Moskovskij ZhK
БФА-Девелопмент;developer;https://spb.cian.ru/sale/flat/282780932/;Sankt-Peterburg;sale;flat;3;20;3;83.77;201957;16918000;2023;44.0;19.0;+78122181046;Krasnosel'skij;Marshala Zaharova;Avtovo;Ogni Zaliva
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/246156134/;Sankt-Peterburg;sale;flat;13;15;3;80.38;223500;17964930;2023;57.0;5.0;+78122134144;Vasileostrovskij;Gavan';Gornyj institut;Morskaja naberezhnaja
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/264691464/;Sankt-Peterburg;sale;flat;3;10;3;77.6;330000;25608000;2021;47.0;12.0;+78122134113;Primorskij;Chernaja rechka;Chernaja rechka;RIVIERE NOIRE
АБСОЛЮТ СТРОЙ СЕРВИС;developer;https://spb.cian.ru/sale/flat/270158738/;Sankt-Peterburg;sale;flat;4;6;3;86.23;299331;25811367;2023;44.0;15.0;+78122136037;Vyborgskij;Sampsonievskoe;Lesnaja;Landrin Loft
Прагма;developer;https://spb.cian.ru/sale/flat/274312982/;Sankt-Peterburg;sale;flat;10;23;3;97.0;158494;15373921;2022;53.0;17.0;+78124244885;Vyborgskij;doroga Ol'ginskaja;Parnas;Pragma city
