author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285018935/;Sankt-Peterburg;sale;flat;2;25;1;38.0;207961;7902518;2024;13.0;11.0;+78122181154;Primorskij;Kolomjagi;Prospekt Prosveschenija;Novoorlovskij ZhK
LEGENDA Intelligent Development;developer;https://spb.cian.ru/sale/flat/283098029/;Sankt-Peterburg;sale;flat;2;10;1;39.51;330751;13068000;2025;12.0;17.0;+78123894314;Primorskij;Starobel'skaja;Chernaja rechka;
LEGENDA Intelligent Development;developer;https://spb.cian.ru/sale/flat/283097258/;Sankt-Peterburg;sale;flat;3;9;1;43.12;340290;14673305;2025;10.0;21.0;+78123894283;Primorskij;Chernaja rechka;Chernaja rechka;
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285018572/;Sankt-Peterburg;sale;flat;4;12;1;39.2;167736;6575272;2025;15.0;14.0;+78122181108;Pushkinskij;;Kupchino;Monografija ZhK
Группа Эталон;developer;https://spb.cian.ru/sale/flat/283802283/;Sankt-Peterburg;sale;flat;9;9;1;49.5;434948;21529946;2022;18.0;18.0;+78122132259;Petrogradskij;Petrovskij;Krestovskij ostrov;Petrovskaja Dominanta
RBI;developer;https://spb.cian.ru/sale/flat/280026646/;Sankt-Peterburg;sale;flat;4;8;1;39.0;410256;16000000;2023;12.0;16.0;+78122132249;Admiraltejskij;12-ja Krasnoarmejskaja;Baltijskaja;Sozidateli
LEGENDA Intelligent Development;representative_developer;https://spb.cian.ru/sale/flat/283761159/;Sankt-Peterburg;sale;flat;4;9;1;40.46;354100;14326886;2023;29.0;6.0;+78122181128;Krasnogvardejskij;Malaja Ohta;Novocherkasskaja;Maloohtinskij 68 ZhK
Балтийская коммерция;developer;https://spb.cian.ru/sale/flat/285611260/;Sankt-Peterburg;sale;flat;2;9;1;34.41;334205;11500000;2025;-1;-1;+78122134295;Petrogradskij;Posadskij;Petrogradskaja;Manufaktura James Beck
LEGENDA Intelligent Development;developer;https://spb.cian.ru/sale/flat/283096609/;Sankt-Peterburg;sale;flat;7;9;1;52.16;466200;24316992;2025;11.0;19.0;+78122136834;Vasileostrovskij;20-ja Vasil'evskogo ostrova linija;Vasileostrovskaja;
LEGENDA Intelligent Development;developer;https://spb.cian.ru/sale/flat/284686042/;Sankt-Peterburg;sale;flat;6;20;1;66.6;333600;22217760;2021;15.0;29.0;+78122134376;Vyborgskij;Svetlanovskoe;Ploschad' Muzhestva;
РСТИ;developer;https://spb.cian.ru/sale/flat/263145897/;Sankt-Peterburg;sale;flat;8;8;1;47.2;499670;23584452;2022;16.0;15.0;+78124269142;Petrogradskij;Petrovskij;Krestovskij ostrov;Familia
Унистрой;developer;https://spb.cian.ru/sale/flat/277296477/;Sankt-Peterburg;sale;flat;2;10;1;66.8;299401;20000000;2024;16.0;19.0;+78122133861;Krasnogvardejskij;Bol'shaja Ohta;;Jupoint ZhK
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285017876/;Sankt-Peterburg;sale;flat;1;18;1;58.4;293151;17120044;2021;22.0;15.0;+78124269058;Nevskij;Nevskaja zastava;Elizarovskaja;Etalon na Neve
RBI;developer;https://spb.cian.ru/sale/flat/277296944/;Sankt-Peterburg;sale;flat;3;9;1;56.2;425999;23941183;2025;14.0;21.0;+78122136849;Tsentral'nyj;Mirgorodskaja;Majakovskaja;Mir'
AAG;developer;https://spb.cian.ru/sale/flat/276667447/;Sankt-Peterburg;sale;flat;12;12;1;101.6;423423;43019828;2022;32.0;40.0;+78122181051;Krasnogvardejskij;Bol'shaja Ohta;Novocherkasskaja;Alter
Группа Эталон;developer;https://spb.cian.ru/sale/flat/283801813/;Sankt-Peterburg;sale;flat;3;10;1;41.1;398525;16379402;2024;12.0;18.0;+78123896723;Primorskij;Beloostrovskaja;Chernaja rechka;Domino Premium
Группа Эталон;developer;https://spb.cian.ru/sale/flat/283801851/;Sankt-Peterburg;sale;flat;2;10;1;48.7;298267;14525612;2022;17.0;13.0;+78124269983;Primorskij;Beloostrovskaja;Chernaja rechka;Domino
Группа Эталон;developer;https://spb.cian.ru/sale/flat/283802028/;Sankt-Peterburg;sale;flat;7;10;1;34.09;368873;12574909;2023;11.0;13.0;+78123893007;Admiraltejskij;Kurljandskaja;Baltijskaja;Wellamo
Интеском;developer;https://spb.cian.ru/sale/flat/281600997/;Sankt-Peterburg;sale;flat;1;4;1;37.79;280000;10581200;2024;-1;-1;+78124269149;Vyborgskij;Beregovaja;Ozerki;Loft u Ozera
СЕНАТОР;developer;https://spb.cian.ru/sale/flat/272309518/;Sankt-Peterburg;sale;flat;1;13;1;47.4;315000;14931000;2023;12.0;13.0;+78123892180;Kurortnyj;Primorskoe shosse;;MFK Morskaja riv'era
СЕНАТОР;developer;https://spb.cian.ru/sale/flat/272701907/;Sankt-Peterburg;sale;flat;1;8;1;132.76;145451;19310200;2022;-1;-1;+78122134110;Kurortnyj;Pravdy;;Marioki
ПИК;developer;https://spb.cian.ru/sale/flat/284627538/;Sankt-Peterburg;sale;flat;2;12;1;36.6;246283;9013994;2025;11.0;17.0;+78122181125;Vasileostrovskij;Gavan';Gornyj institut;Shkiperskij 19 ZhK
Отделстрой;developer;https://spb.cian.ru/sale/flat/265730316/;Sankt-Peterburg;sale;flat;9;12;1;35.55;292545;10400000;2023;16.0;10.0;+78122134142;Vyborgskij;Sampsonievskoe;Lesnaja;Novyj Lessner
Базис;developer;https://spb.cian.ru/sale/flat/282246070/;Sankt-Peterburg;sale;flat;11;12;1;39.4;370000;14578000;2023;11.0;16.0;+78122134065;Primorskij;Beloostrovskaja;Lesnaja;Belyj ostrov
РСТИ;developer;https://spb.cian.ru/sale/flat/280115677/;Sankt-Peterburg;sale;flat;1;7;1;31.11;226801;7055785;2025;12.0;11.0;+78122136061;Kalininskij;Finljandskij;Vyborgskaja;Master Place
Балтийская коммерция;developer;https://spb.cian.ru/sale/flat/273852650/;Sankt-Peterburg;sale;flat;2;9;1;50.91;410000;20873100;2025;-1;-1;+78122132248;Petrogradskij;Malaja Zelenina;Chkalovskaja;Kvadrija
GloraX;developer;https://spb.cian.ru/sale/flat/279507019/;Sankt-Peterburg;sale;flat;9;20;1;34.59;294586;10189758;2023;14.0;8.0;+78122134227;Vasileostrovskij;Cheljuskina;Primorskaja;Golden City
Красная стрела;developer;https://spb.cian.ru/sale/flat/268560184/;Sankt-Peterburg;sale;flat;7;7;1;58.7;436967;25650000;2021;20.0;-1;+78122134318;Admiraltejskij;Zvenigorodskaja;Zvenigorodskaja;Arthaus
RBI;developer;https://spb.cian.ru/sale/flat/283667715/;Sankt-Peterburg;sale;flat;2;24;1;36.0;216666;7800000;2023;14.0;10.0;+78122134228;Primorskij;Plesetskaja;Komendantskij prospekt;Ultra City
ПИК;developer;https://spb.cian.ru/sale/flat/284669834/;Sankt-Peterburg;sale;flat;1;13;1;35.5;327000;11608500;2022;9.0;16.0;+78123896955;Vyborgskij;Sampsonievskoe;Lesnaja;Kantemirovskaja 11
Арсенал-Недвижимость;developer;https://spb.cian.ru/sale/flat/278664939/;Sankt-Peterburg;sale;flat;2;12;1;48.22;272700;13149594;2021;15.0;-1;+78123896733;Primorskij;Plesetskaja;Komendantskij prospekt;Ariosto!
RBI;developer;https://spb.cian.ru/sale/flat/271709999/;Sankt-Peterburg;sale;flat;8;13;1;40.4;245049;9900000;2021;-1;-1;+78123896720;Moskovskij;Zaozernaja;Frunzenskaja;Apart-otel' ARTSTUDIO Moskovsky
ПИК;developer;https://spb.cian.ru/sale/flat/280672424/;Sankt-Peterburg;sale;flat;5;11;1;36.6;251261;9196189;2025;10.0;18.0;+78122181147;Frunzenskij;Volkovskoe;Obvodnyj kanal;Vitebskij Park ZhK
RBI;developer;https://spb.cian.ru/sale/flat/258129631/;Sankt-Peterburg;sale;flat;7;7;1;52.7;434535;22900000;2022;17.0;16.0;+78122132213;Admiraltejskij;11-ja Krasnoarmejskaja;Baltijskaja;Bolkonskij
ПИК;developer;https://spb.cian.ru/sale/flat/279470079/;Sankt-Peterburg;sale;flat;12;12;1;34.1;273983;9342854;2025;9.0;16.0;+78122136750;Frunzenskij;Volkovskoe;Volkovskaja;Aeronavt ZhK
RBI;developer;https://spb.cian.ru/sale/flat/282690643/;Sankt-Peterburg;sale;flat;15;16;1;46.0;265217;12200000;2024;21.0;13.0;+78126029057;Moskovskij;Moskovskaja zastava;Moskovskie vorota;Apart-otel' ARTSTUDIO M103
Elba;developer;https://spb.cian.ru/sale/flat/282818904/;Sankt-Peterburg;sale;flat;7;10;1;36.52;287513;10500000;2024;10.0;16.0;+78122181178;Frunzenskij;Prilukskaja;Obvodnyj kanal;Dom na Prilukskoj
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285019014/;Sankt-Peterburg;sale;flat;1;23;1;39.7;148753;5905500;2013;18.0;11.0;+78122181160;Nevskij;Rusanovskaja;;Lastochkino gnezdo
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285018094/;Sankt-Peterburg;sale;flat;1;19;1;45.2;234934;10619043;2023;18.0;13.0;+78122181141;Moskovskij;Parfenovskaja;Moskovskie vorota;Moskovskie vorota II
Element Development;developer;https://spb.cian.ru/sale/flat/283164453/;Sankt-Peterburg;sale;flat;13;25;1;36.94;413100;15259914;2025;16.0;-1;+78122181088;Moskovskij;Altajskaja;Moskovskaja;Shepilevskij
Группа Эталон;developer;https://spb.cian.ru/sale/flat/283803266/;Sankt-Peterburg;sale;flat;8;8;1;40.6;266411;10816300;2022;17.0;12.0;+78122132387;Moskovskij;Chernigovskaja;Moskovskie vorota;Kvartal Che
Полис;developer;https://spb.cian.ru/sale/flat/282592102/;Sankt-Peterburg;sale;flat;4;13;1;37.35;226555;8461840;2023;18.0;11.0;+78122134001;Primorskij;Juntolovo;Komendantskij prospekt;Polis Primorskij
ID 12601570;unknown;https://spb.cian.ru/sale/flat/285664330/;Sankt-Peterburg;sale;flat;3;14;1;43.8;247716;10850000;2022;14.0;12.0;+79819807304;Vasileostrovskij;Gavan';Primorskaja;Morskaja naberezhnaja. SeaView
СЕНАТОР;developer;https://spb.cian.ru/sale/flat/283858973/;Sankt-Peterburg;sale;flat;4;11;1;39.52;213712;8445900;2023;14.0;12.0;+78122134071;Nevskij;Narodnyj;Lomonosovskaja;Panorama Nevy
Арсенал-Недвижимость;developer;https://spb.cian.ru/sale/flat/251257384/;Sankt-Peterburg;sale;flat;2;12;1;51.74;272700;14109498;2022;17.0;18.0;+78122134024;Primorskij;Juntolovo;Staraja Derevnja;Modum
Полис;developer;https://spb.cian.ru/sale/flat/282780558/;Sankt-Peterburg;sale;flat;7;13;1;34.3;189260;6491648;2024;12.0;12.0;+78122132384;Primorskij;Juntolovo;Begovaja;Polis Primorskij 2 ZhK
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/283800960/;Sankt-Peterburg;sale;flat;1;13;1;35.85;201304;7216784;2025;13.0;9.0;+78126029072;Vasileostrovskij;Gavan';Gornyj institut;Akvilon Zaliv ZhK
Росстройинвест;developer;https://spb.cian.ru/sale/flat/277913034/;Sankt-Peterburg;sale;flat;21;22;1;45.62;255392;11651009;2024;16.0;13.0;+78122134052;Kalininskij;Finljandskij;Lesnaja;Belart ZhK
АБСОЛЮТ СТРОЙ СЕРВИС;developer;https://spb.cian.ru/sale/flat/278022548/;Sankt-Peterburg;sale;flat;3;6;1;46.82;326482;15285892;2023;16.0;18.0;+78122136037;Vyborgskij;Sampsonievskoe;Lesnaja;Landrin Loft
РосСтройИнвест;developer;https://spb.cian.ru/sale/flat/274432973/;Sankt-Peterburg;sale;flat;4;18;1;31.83;234768;7472695;2024;12.0;10.0;+78122134047;Moskovskij;Novoizmajlovskoe;Leninskij prospekt;Cube
HANSA GROUP;developer;https://spb.cian.ru/sale/flat/282954639/;Sankt-Peterburg;sale;flat;5;6;1;47.6;306500;14589400;2023;-1;-1;+78122181098;Vyborgskij;Zelenogorskaja;Udel'naja;Dom Aura u Svetlanovskoj
Терминал-Ресурс;developer;https://spb.cian.ru/sale/flat/275641381/;Sankt-Peterburg;sale;flat;3;4;1;37.51;146000;5476460;2024;14.0;-1;+78123895019;Pushkinskij;;Kupchino;Obraztsovyj Kvartal 12 ZhK
Меринг Девелопмент;representative_developer;https://spb.cian.ru/sale/flat/283657339/;Sankt-Peterburg;sale;flat;7;8;1;32.7;369999;12099000;2023;9.0;16.0;+78122181120;Admiraltejskij;Semenovskij;Pushkinskaja;Nasledie na Marata
Garnet;real_estate_agent;https://spb.cian.ru/sale/flat/284546771/;Sankt-Peterburg;sale;flat;5;17;1;35.7;223809;7990000;2011;15.0;9.0;+79811873021;Nevskij;Nevskij;Ulitsa Dybenko;Dom-Megalit u parka im.Esenina
ИЛЬИЧ home;representative_developer;https://spb.cian.ru/sale/flat/279225066/;Sankt-Peterburg;sale;flat;4;14;1;38.79;272115;10555359;2024;12.0;13.0;+78122132420;Primorskij;Chernaja rechka;Chernaja rechka;TsDS Chernaja rechka
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/259406980/;Sankt-Peterburg;sale;flat;12;25;1;39.04;228688;8928000;2024;13.0;13.0;+78122181028;Primorskij;Komendantskij aerodrom;Pionerskaja;Primorskij kvartal
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/285615230/;Sankt-Peterburg;sale;flat;5;10;1;46.2;400000;18480000;2023;12.0;22.0;+78123892243;Moskovskij;Moskovskaja zastava;Frunzenskaja;Ajdi Moskovskij ZhK
РосСтройИнвест;developer;https://spb.cian.ru/sale/flat/280012657/;Sankt-Peterburg;sale;flat;2;13;1;45.0;185922;8366521;2024;15.0;16.0;+78122181078;Primorskij;Juntolovo;Begovaja;Tajm Skver ZhK
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/282374832/;Sankt-Peterburg;sale;flat;5;24;1;37.7;228499;8614450;2023;11.0;17.0;+78122134018;Nevskij;Krylenko;Ulitsa Dybenko;Tsivilizatsija
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/279676663/;Sankt-Peterburg;sale;flat;3;9;1;51.8;236000;12224800;2022;19.0;16.0;+78122181255;Moskovskij;Kievskaja;Frunzenskaja;Apart-otel' Moskovsky AVENIR
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/284644070/;Sankt-Peterburg;sale;flat;2;11;1;36.61;333960;12226276;2024;13.0;12.0;+78122132401;Moskovskij;Syzranskaja;Elektrosila;iD Park Pobedy
Росстройинвест;developer;https://spb.cian.ru/sale/flat/280431963/;Sankt-Peterburg;sale;flat;3;12;1;35.88;213956;7676767;2025;15.0;9.0;+78122136048;Krasnogvardejskij;Poljustrovo;Akademicheskaja;Akademik
Garnet;real_estate_agent;https://spb.cian.ru/sale/flat/285493335/;Sankt-Peterburg;sale;flat;19;25;1;43.6;178899;7800000;2020;19.0;11.0;+79818908813;Vyborgskij;Zelenogorskaja;Pionerskaja;Svetlana
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/277319815/;Sankt-Peterburg;sale;flat;3;12;1;33.92;245677;8333384;2024;14.0;10.0;+78122136059;Moskovskij;Zvezdnoe;Zvezdnaja;Triumf Park ZhK
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285018345/;Sankt-Peterburg;sale;flat;2;24;1;43.6;178393;7777960;2012;18.0;12.0;+78122181142;Primorskij;Kolomjagi;Komendantskij prospekt;Jubilejnyj kvartal
КВС;real_estate_agent;https://spb.cian.ru/sale/flat/282563945/;Sankt-Peterburg;sale;flat;2;25;1;34.6;173121;5990000;2016;17.0;10.0;+79812269041;Krasnosel'skij;Marshala Kazakova;Prospekt Veteranov;Juzhnaja akvatorija
КВС;real_estate_agent;https://spb.cian.ru/sale/flat/285053568/;Sankt-Peterburg;sale;flat;7;27;1;33.8;192307;6500000;2021;13.0;12.0;+79052668297;Vyborgskij;Arhitektora Belova;Parnas;
Игорь Аболемов;realtor;https://spb.cian.ru/sale/flat/283966537/;Sankt-Peterburg;sale;flat;1;17;1;37.1;167115;6200000;2008;16.0;9.0;+79111286417;Primorskij;Bogatyrskij prospekt;Komendantskij prospekt;
Golden Home;real_estate_agent;https://spb.cian.ru/sale/flat/283280893/;Sankt-Peterburg;sale;flat;20;25;1;43.0;186023;7999000;2007;18.0;14.0;+79681867871;Kalininskij;Brjantseva;Grazhdanskij prospekt;Dom na Brjantseva
КВС;real_estate_agent;https://spb.cian.ru/sale/flat/284512691/;Sankt-Peterburg;sale;flat;3;9;1;35.5;197183;7000000;1970;21.0;6.0;+79052668297;Moskovskij;Lensoveta;Moskovskaja;
Прагма;developer;https://spb.cian.ru/sale/flat/274313131/;Sankt-Peterburg;sale;flat;20;23;1;43.0;192687;8285558;2022;14.0;15.0;+78124244885;Vyborgskij;doroga Ol'ginskaja;Parnas;Pragma city
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/260450364/;Sankt-Peterburg;sale;flat;2;25;1;35.22;197300;6948906;2024;9.0;15.0;+78122134184;Krasnosel'skij;Jugo-Zapad;Leninskij prospekt;Morskaja milja ZhK
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/267103226/;Sankt-Peterburg;sale;flat;2;14;1;40.95;233499;9561825;2024;13.0;20.0;+78122134149;Vasileostrovskij;Gavan';Gornyj institut;Morskaja Naberezhnaja ZhK
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/284800021/;Sankt-Peterburg;sale;flat;3;12;1;29.52;243000;7173360;2025;10.0;9.0;+78122132214;Vyborgskij;Svetlanovskoe;Udel'naja;ID Svetlanovskiy
БФА-Девелопмент;developer;https://spb.cian.ru/sale/flat/282780447/;Sankt-Peterburg;sale;flat;2;20;1;33.05;229894;7598000;2023;9.0;14.0;+78122181046;Krasnosel'skij;Marshala Zaharova;Avtovo;Ogni Zaliva
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/280306843/;Sankt-Peterburg;sale;flat;3;18;1;46.1;208000;9588800;2023;16.0;23.0;+78122134083;Nevskij;Nevskij;Novocherkasskaja;Tsivilizatsija na Neve
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/279951551/;Sankt-Peterburg;sale;flat;3;12;1;35.6;222700;7928120;2025;10.0;17.0;+78122134148;Krasnogvardejskij;Bol'shaja Ohta;Novocherkasskaja;LSR Bol'shaja Ohta ZhK
Росстройинвест;developer;https://spb.cian.ru/sale/flat/277911861/;Sankt-Peterburg;sale;flat;2;13;1;38.2;241100;9210058;2022;18.0;10.0;+78122134356;Primorskij;Planernaja;Komendantskij prospekt;New Time
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/246161479/;Sankt-Peterburg;sale;flat;5;15;1;39.43;276100;10886623;2023;22.0;5.0;+78122134144;Vasileostrovskij;Gavan';Gornyj institut;Morskaja naberezhnaja
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/271146822/;Sankt-Peterburg;sale;flat;1;13;1;36.94;191452;7072256;2023;16.0;11.0;+78126029070;Primorskij;Planernaja;Komendantskij prospekt;FoRest Akvilon
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/264436292/;Sankt-Peterburg;sale;flat;10;10;1;32.8;488000;16006400;2021;13.0;12.0;+78122134113;Primorskij;Chernaja rechka;Chernaja rechka;RIVIERE NOIRE
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/274181400/;Sankt-Peterburg;sale;flat;2;25;1;35.6;166300;5920280;2022;10.0;11.0;+78122134293;Vyborgskij;Parnas;Parnas;Severnaja dolina
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/283212952/;Sankt-Peterburg;sale;flat;1;17;1;32.8;176800;5799040;2023;12.0;11.0;+78122136029;Primorskij;Ivinskaja;Begovaja;Juntolovo
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/264912806/;Sankt-Peterburg;sale;flat;2;12;1;46.9;185800;8714020;2021;30.0;-1;+78122134022;Moskovskij;Zvezdnoe;Zvezdnaja;NEOPARK
ИЛЬИЧ home;representative_developer;https://spb.cian.ru/sale/flat/271540890/;Sankt-Peterburg;sale;flat;10;14;1;40.19;279278;11224207;2023;14.0;15.0;+78122132420;Primorskij;Chernaja rechka;Lesnaja;Chernaja Rechka ZhK
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/284845626/;Sankt-Peterburg;sale;flat;5;13;1;31.84;175813;5597886;2025;12.0;10.0;+78122181187;Pushkinskij;;Kupchino;Akvilon All In 3.0
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/275969332/;Sankt-Peterburg;sale;flat;7;21;1;46.5;150537;6999999;2018;21.0;12.0;+79812324391;Primorskij;Gluharskaja;Komendantskij prospekt;Novaja Kamenka
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/285576960/;Sankt-Peterburg;sale;flat;1;13;1;31.7;183700;5823290;2022;10.0;15.0;+78122134206;Krasnogvardejskij;Poljustrovo;Akademicheskaja;Ruch'i
Терминал-Ресурс;developer;https://spb.cian.ru/sale/flat/269668093/;Sankt-Peterburg;sale;flat;1;4;1;38.8;154506;5994842;2022;15.0;-1;+78126029078;Pushkinskij;Obraztsovaja;Shushary;Obraztsovyj kvartal 7
Терминал-Ресурс;developer;https://spb.cian.ru/sale/flat/261610930/;Sankt-Peterburg;sale;flat;4;4;1;40.6;148600;6033160;2022;11.0;-1;+78124583544;Pushkinskij;Kokkolevskaja;Shushary;Obraztsovyj kvartal 9
Стоун;developer;https://spb.cian.ru/sale/flat/285284308/;Sankt-Peterburg;sale;flat;11;11;1;33.5;113044;3787000;2024;14.0;-1;+78122134061;Pushkinskij;Predprijatija Lensovetovskoe ter.;Shushary;Polet
Терминал-Ресурс;developer;https://spb.cian.ru/sale/flat/272834234/;Sankt-Peterburg;sale;flat;1;4;1;28.36;178500;5062260;2024;15.0;-1;+78122132413;Pushkinskij;Sokolinaja;Shushary;Obraztsovyj kvartal 11
Терминал-Ресурс;developer;https://spb.cian.ru/sale/flat/261608733/;Sankt-Peterburg;sale;flat;1;4;1;42.0;143914;6044394;2022;15.0;-1;+78126029083;Pushkinskij;Obraztsovaja;Shushary;Obraztsovyj kvartal 8
Терминал-Ресурс;developer;https://spb.cian.ru/sale/flat/261609751/;Sankt-Peterburg;sale;flat;2;4;1;38.4;158932;6103002;2023;15.0;-1;+78126029065;Pushkinskij;Kokkolevskaja;Shushary;Obraztsovyj kvartal 10
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/283863947/;Sankt-Peterburg;sale;flat;5;5;1;30.1;162458;4890000;1961;15.0;6.0;+79817205663;Nevskij;Obuhovskij;Proletarskaja;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/285043955/;Sankt-Peterburg;sale;flat;3;9;1;34.1;131964;4500000;1983;18.0;6.0;+79817205663;Petrodvortsovyj;Chebyshevskaja;Avtovo;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/285382014/;Sankt-Peterburg;sale;flat;6;9;1;29.1;189003;5500000;1974;15.0;6.0;+79817205663;Nevskij;Podvojskogo;Ulitsa Dybenko;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/285705142/;Sankt-Peterburg;sale;flat;2;20;1;41.0;214634;8800000;2013;17.0;10.0;+79817205663;Primorskij;Optikov;Begovaja;Pobeditel'
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282975016/;Sankt-Peterburg;sale;flat;3;20;1;45.4;147577;6700000;2013;19.0;13.0;+79817205663;Pushkinskij;Visherskaja;Kupchino;Shushary
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282975185/;Sankt-Peterburg;sale;flat;6;10;1;46.7;148822;6950000;1989;18.0;13.0;+79817205663;Nevskij;Krylenko;Ulitsa Dybenko;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282974965/;Sankt-Peterburg;sale;flat;6;12;1;39.2;198979;7800000;1992;20.0;8.0;+79817205663;Primorskij;Savushkina;Begovaja;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/283316813/;Sankt-Peterburg;sale;flat;2;5;1;31.3;252396;7900000;1880;16.0;5.0;+79817205663;Tsentral'nyj;Litejnyj;Chernyshevskaja;
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/285233856/;Sankt-Peterburg;sale;flat;12;12;1;39.0;170256;6640000;1986;20.0;10.0;+79817205663;Primorskij;Parashjutnaja;Komendantskij prospekt;
